1554220384,CVI3342IEddJqspMdi,192.168.1.190,34263,117.18.237.29,80,1,-,-,-,-,1.1,-,0,471,200,OK,-,-,(empty),-,-,-,-,-,-,Fhg1rg2o0XhVIneP3,-,application/ocsp-response
1554225482,C41sSq1e3WCzqgqJA7,192.168.1.195,50058,192.168.1.1,41952,1,GET,192.168.1.1,/no_nonce_string/,-,1.1,DAFUPnP,0,1806,200,OK,-,-,(empty),-,-,-,-,-,-,FPMup1piFlLxITI2l,-,application/xml
1554225482,C41sSq1e3WCzqgqJA7,192.168.1.195,50058,192.168.1.1,41952,2,GET,192.168.1.1,/no_nonce_string/,-,1.1,Microsoft-Windows/10.0 UPnP/1.0,0,1806,200,OK,-,-,(empty),-,-,-,-,-,-,FUxTLVzlzd3qPXa2k,-,application/xml
1554225482,CFJcsF39arAhJbS1D3,192.168.1.195,50060,192.168.1.1,41952,1,GET,192.168.1.1,/no_nonce_string/ContentDirectory/scpd.xml,-,1.1,Microsoft-Windows/10.0 UPnP/1.0,0,3602,200,OK,-,-,(empty),-,-,-,-,-,-,FQeVjJ1BRnLZ2oith2,-,application/xml
1554225483,CLMVM52OAFWWoIvoQi,192.168.1.195,50061,192.168.1.1,41952,1,GET,192.168.1.1,/no_nonce_string/,-,1.1,DAFUPnP,0,1806,200,OK,-,-,(empty),-,-,-,-,-,-,FNbbMM1tQ5AA6nZWy7,-,application/xml
1554225484,C7F3M33zJgDrg5dIJe,192.168.1.195,50062,192.168.1.1,41952,1,GET,192.168.1.1,/no_nonce_string/ContentDirectory/scpd.xml,-,1.1,Microsoft-Windows/10.0 UPnP/1.0,0,3602,200,OK,-,-,(empty),-,-,-,-,-,-,Ffkv273DkLtW21TZue,-,application/xml
1554225483,CLMVM52OAFWWoIvoQi,192.168.1.195,50061,192.168.1.1,41952,2,GET,192.168.1.1,/no_nonce_string/,-,-,Microsoft-Windows/10.0 UPnP/1.0,0,0,-,-,-,-,(empty),-,-,-,-,-,-,FNbbMM1tQ5AA6nZWy7,-,-
1554226468,CFKhnU1jlwSBzJYWLe,192.168.1.195,50118,149.135.82.89,80,1,GET,emdl.ws.microsoft.com,/emdl/d/dod/ph/prod6/msdownload/update/software/defu/2019/02/1024/updateplatform_23725566d66a26c81fbfaf79701b727f92a650ea.exe.json,-,1.1,Microsoft-Delivery-Optimization/10.0,0,502,200,OK,-,-,(empty),-,-,-,-,-,-,FtKQGN1cJ0fEpGEcgc,-,text/json
1554226469,C996pUIAazeTUzaf7,192.168.1.195,50120,192.229.232.240,80,1,GET,11.au.download.windowsupdate.com,/d/msdownload/update/software/defu/2019/02/updateplatform_23725566d66a26c81fbfaf79701b727f92a650ea.exe,-,1.1,Microsoft-Delivery-Optimization/10.0,0,2,206,Partial Content,-,-,(empty),-,-,-,-,-,-,FmvIhr4Q3W0jpkwjnh,-,-
1554226469,Ckcva04CkfmB0Yksu4,2405:6e00:10ce:2c00:9064:17:85d2:57d4,50121,2606:2800:147:120f:30c:1ba0:fc6:3000,80,1,GET,11.au.download.windowsupdate.com,/d/msdownload/update/software/defu/2019/02/updateplatform_23725566d66a26c81fbfaf79701b727f92a650ea.exe,-,1.1,Microsoft-Delivery-Optimization/10.0,0,2,206,Partial Content,-,-,(empty),-,-,-,-,-,-,Fz2u2QMBuYp5v6nM3,-,-
1554226469,C996pUIAazeTUzaf7,192.168.1.195,50120,192.229.232.240,80,2,GET,11.au.download.windowsupdate.com,/d/msdownload/update/software/defu/2019/02/updateplatform_23725566d66a26c81fbfaf79701b727f92a650ea.exe,-,1.1,Microsoft-Delivery-Optimization/10.0,0,195243,206,Partial Content,-,-,(empty),-,-,-,-,-,-,-,-,-
